question_id,video_file_path,set,qtype,question,generated_answer,actual_answer,kg_hint_used,judge_score
15831,clip_013.mp4,Set_34,ER,"In the last three seconds, does any vehicle approach the camera?","No, there is no vehicle approaching the camera in the last three seconds of the video.",Yes a vehicle approaches during the last 3 s,False,0
15832,clip_013.mp4,Set_34,ER,Does an auto get to the bottom of the frame before the video finishes?,"Yes, an auto gets to the bottom of the frame before the video finishes.",A vehicle reaches the foreground before the clip ends,False,1
15841,clip_014.mp4,Set_34,ER,Does any auto move towards us in the closing 3 seconds of the clip?,"No, there is no car moving towards us in the closing 3 seconds of the video.",No car enters the near foreground in the final 3 seconds.,False,1
15842,clip_014.mp4,Set_34,ER,Does a motor vehicle reach the immediate foreground prior to the end?,"No, there is no motor vehicle in the immediate foreground.","No, the near foreground is reached in the clip.",False,0
15851,clip_015.mp4,Set_34,ER,Does any auto approach the camera in the last three seconds of the clip?,"No, no auto approaches the camera in the last three seconds of the clip.",Yes a vehicle approaches during the last 3 s,False,0
15852,clip_015.mp4,Set_34,ER,Is there any car that enters the closest point before the clip ends?,"No, there is no car entering the closest point before the clip ends.",A vehicle reaches the foreground before the clip ends,False,0
15861,clip_016.mp4,Set_34,ER,"In the closing 3 seconds, does traffic come towards the camera?","Yes, traffic comes towards the camera in the closing 3 seconds of the video.",No vehicle gets closer to the camera during the last 3 seconds.,False,0
15862,clip_016.mp4,Set_34,ER,Is there a car that come intos the closest point before the clip ends?,"Yes, a car comes into the closest point before the clip ends.","No, a vehicle progresses into the foreground before the clip ends.",False,0
15871,clip_017.mp4,Set_34,ER,Does any auto approach the camera in the last 3s of the clip?,"No, there is no auto approaching the camera in the last 3 seconds of the video clip.",Yes a vehicle approaches during the last 3 s,False,0
15872,clip_017.mp4,Set_34,ER,Does an auto make it to the front area prior to the end?,"No, there is no auto making its way to the front area prior to the end.",A vehicle reaches the foreground before the clip ends,False,0
15881,clip_018.mp4,Set_34,ER,Does any auto come towards the camera within the final three seconds of the clip?,"No, no auto comes towards the camera within the final three seconds of the clip.",The final 3 seconds do not show any approach.,False,1
15882,clip_018.mp4,Set_34,ER,Is there a car that  make it to the front area by the end of the clip?,"No, there is no car that makes it to the front area by the end of the clip. The cars continue to move forward along the road.","No, a car gets far enough forward to reach the foreground.",False,0
15891,clip_019.mp4,Set_34,ER,"In the last three seconds, does any auto approach the camera?","No, there is no auto approaching the camera in the last three seconds of the video.",Yes a vehicle approaches during the last 3 s,False,0
15892,clip_019.mp4,Set_34,ER,Does any car enter the closest point before the footage ends?,"No, there is no car entering the closest point before the footage ends.",A vehicle reaches the foreground before the clip ends,False,0
15901,clip_020.mp4,Set_34,ER,"Within the final three seconds, does any car move towards us?","Yes, a car moves towards us in the final three seconds of the video.",No traffic moves nearer to the camera at the end of the clip.,False,0
15902,clip_020.mp4,Set_34,ER,Does an auto reach the front area prior to the end?,"No, there is no car reaching the front area before the end of the video. The video ends with a car still in the middle lane of the road.",The foreground is never reached by any vehicle.,False,1
15911,clip_021.mp4,Set_34,ER,"In the closing 3 seconds, does any vehicle come towards the camera?","No, there is no vehicle coming towards the camera in the closing 3 seconds of the video.",Yes a vehicle approaches during the last 3 s,False,0
15912,clip_021.mp4,Set_34,ER,Is there a vehicle that arrive ats the immediate foreground by the end of the clip?,"Yes, a car arrives at the immediate foreground by the end of the clip.",A vehicle reaches the foreground before the clip ends,False,1
15921,clip_022.mp4,Set_34,ER,Does a car approach the camera in the last 3s of the clip?,"Yes, a car approaches the camera in the last 3 seconds of the video.",Vehicles remain distant through the last 3 seconds.,False,0
15922,clip_022.mp4,Set_34,ER,Does a vehicle make it to the foreground before time runs out?,"No, there is no vehicle in the foreground at any point during the video.",The front area is not reached during the clip.,False,1
15931,clip_023.mp4,Set_34,ER,"In the last three seconds, does any vehicle move towards us?","No, there is no vehicle moving towards us in the last three seconds of the video.",Yes a vehicle approaches during the last 3 s,False,0
15932,clip_023.mp4,Set_34,ER,Is there an auto that  make it to the front area before the footage ends?,"No, there is no auto that makes it to the front area before the footage ends.",A vehicle reaches the foreground before the clip ends,False,0
15941,clip_024.mp4,Set_34,ER,Does any car move towards us in the last three seconds of the clip?,"Yes, a white car moves towards us in the last three seconds of the clip.",No vehicle advances into the foreground during the closing 3 seconds.,False,0
15942,clip_024.mp4,Set_34,ER,Does an auto come into the bottom of the frame by the end of the clip?,"Yes, an auto comes into the bottom of the frame by the end of the clip.",The foreground remains unreached throughout the clip.,False,0
15951,clip_025.mp4,Set_34,ER,Does any car approach the camera at the very end (last 3s) of the clip?,"Yes, a car approaches the camera at the very end (last 3s) of the clip.",Yes a vehicle approaches during the last 3 s,False,1
15952,clip_025.mp4,Set_34,ER,Is there an auto that enters the front area before the video finishes?,"Yes, an auto enters the front area before the video finishes.",A vehicle reaches the foreground before the clip ends,False,1
15961,clip_026.mp4,Set_34,ER,"In the last three seconds, does any vehicle approach us?","No, there is no vehicle approaching us in the last three seconds of the video.",There is no visible approach by any vehicle in the last 3 seconds.,False,1
15962,clip_026.mp4,Set_34,ER,Is there any car that enters the closest point by the end of the clip?,"Yes, a white car enters the closest point by the end of the clip.",The clip ends before any car gets into the foreground.,False,0
15971,clip_027.mp4,Set_34,ER,"In the last 3s, does any car drive toward the lens?","No, there is no car driving toward the lens in the last 3 seconds of the video.",Yes a vehicle approaches during the last 3 s,False,0
15972,clip_027.mp4,Set_34,ER,Does a motor vehicle get to the very front of the scene before the clip ends?,"No, there is no motor vehicle at the very front of the scene before the clip ends.",A vehicle reaches the foreground before the clip ends,False,0
15981,clip_028.mp4,Set_34,ER,"In the closing 3 seconds, does traffic head towards the view?","Yes, traffic heads towards the view in the closing 3 seconds of the video.",No car heads toward the camera in the final 3 seconds.,False,0
15982,clip_028.mp4,Set_34,ER,Is there an auto that come intos the closest point before time runs out?,"No, there is no car coming into the closest point before time runs out. The video shows cars moving away from this point and not approaching it.",The scene never shows a foreground entry.,False,1
15991,clip_029.mp4,Set_34,ER,Does any car drive toward the lens in the last 3s of the clip?,"Yes, a white car drives toward the lens in the last 3 seconds of the video.",Yes a vehicle approaches during the last 3 s,False,1
15992,clip_029.mp4,Set_34,ER,Is there any car that come intos the immediate foreground before the video finishes?,"No, there is no car that comes into the immediate foreground before the video finishes.",A vehicle reaches the foreground before the clip ends,False,0
16001,clip_030.mp4,Set_34,ER,Does an automobile come towards the camera during the final 3 seconds of the clip?,Yes,The end of the clip shows no vehicle closing the distance.,False,0
16002,clip_030.mp4,Set_34,ER,Does any vehicle get to the bottom of the frame before the video finishes?,"No, there is no vehicle that gets to the bottom of the frame before the video finishes.",No vehicle comes into the front area of the frame.,False,1
16011,clip_031.mp4,Set_34,ER,"In the closing 3 seconds, does any auto approach the camera?","No, there is no auto approaching the camera in the closing 3 seconds of the video.",Yes a vehicle approaches during the last 3 s,False,0
16012,clip_031.mp4,Set_34,ER,Is there a vehicle that reachs the bottom of the frame before the video finishes?,"No, there is no vehicle that reaches the bottom of the frame before the video finishes.",A vehicle reaches the foreground before the clip ends,False,0
16021,clip_032.mp4,Set_34,ER,Does any vehicle drive toward the lens in the last 3s of the clip?,Yes,No vehicle shifts into a nearer position during the last 3 seconds.,False,0
16022,clip_032.mp4,Set_34,ER,Is there any vehicle that reachs the bottom of the frame before time runs out?,"No, there is no vehicle that reaches the bottom of the frame before time runs out.",The foreground stays empty of vehicles throughout.,False,1
16031,clip_033.mp4,Set_34,ER,Does any vehicle drive toward the lens within the final three seconds of the clip?,"No, no vehicle drives toward the lens within the final three seconds of the clip.",Yes a vehicle approaches during the last 3 s,False,0
16032,clip_033.mp4,Set_34,ER,Is there any vehicle that arrive ats the foreground prior to the end?,"No, there is no vehicle that arrives at the foreground prior to the end. The video shows vehicles moving away from the camera in the foreground and towards the camera in the background.",A vehicle reaches the foreground before the clip ends,False,0
16041,clip_034.mp4,Set_34,ER,Does a car drive toward the lens during the final 3 seconds of the clip?,Yes,The closing segment shows no approach toward the viewer.,False,0
16042,clip_034.mp4,Set_34,ER,Is there an auto that enters the closest point by the end of the clip?,"Yes, an auto enters the closest point by the end of the clip.",The near foreground is never reached in the clip.,False,0
16051,clip_035.mp4,Set_34,ER,Does an automobile drive toward the lens at the very end (last 3s) of the clip?,Yes,Yes a vehicle approaches during the last 3 s,False,1
16052,clip_035.mp4,Set_34,ER,Is there an auto that  make it to the immediate foreground before the clip ends?,"No, there is no car in the immediate foreground of the video clip.",A vehicle reaches the foreground before the clip ends,False,0
16061,clip_036.mp4,Set_34,ER,"At the very end (last 3s), does any vehicle move towards us?","Yes, at the very end of the video, a vehicle moves towards the camera.",No car moves into the front area of the frame at the end.,False,0
16062,clip_036.mp4,Set_34,ER,Does any car get to the immediate foreground prior to the end?,"Yes, there is a car that gets to the immediate foreground before the end of the video.",No vehicle progresses into the foreground before the clip ends.,False,0
16071,clip_037.mp4,Set_34,ER,Does a vehicle drive toward the lens in the last three seconds of the clip?,Yes,Yes a vehicle approaches during the last 3 s,False,1
16072,clip_037.mp4,Set_34,ER,Is there a car that  make it to the bottom of the frame before time runs out?,"No, there is no car that makes it to the bottom of the frame before time runs out. The video shows cars driving down the street and then disappearing from view as they move away from the camera.",A vehicle reaches the foreground before the clip ends,False,0
16081,clip_038.mp4,Set_34,ER,"In the last three seconds, does any vehicle drive toward the lens?","No, there is no vehicle driving toward the lens in the last three seconds of the video.",The last 3 seconds contain no vehicle approach.,False,1
16082,clip_038.mp4,Set_34,ER,Does an auto get to the foreground by the end of the clip?,"Yes, an auto gets to the foreground by the end of the clip.",No car gets far enough forward to reach the foreground.,False,0
16091,clip_039.mp4,Set_34,ER,"In the closing 3 seconds, does a vehicle approach us?","Yes, a vehicle approaches us in the closing 3 seconds of the video.",Yes a vehicle approaches during the last 3 s,False,1
16092,clip_039.mp4,Set_34,ER,Is there a motor vehicle that  make it to the foreground before the video finishes?,"Yes, a motor vehicle makes it to the foreground before the video finishes.",A vehicle reaches the foreground before the clip ends,False,1
16101,clip_040.mp4,Set_34,ER,Does traffic drive toward the lens at the very end (last 3s) of the clip?,"Yes, traffic drives toward the lens at the very end (last 3s) of the clip.",No vehicle progresses toward the camera during the final 3 seconds.,False,0
16102,clip_040.mp4,Set_34,ER,Does an auto arrive at the bottom of the frame before the clip ends?,"Yes, an auto arrives at the bottom of the frame before the clip ends.","No, the foreground is never reached by any vehicle.",False,0
16111,clip_041.mp4,Set_34,ER,"In the last three seconds, does any car come towards the camera?","No, there is no car coming towards the camera in the last three seconds of the video.",Yes a vehicle approaches during the last 3 s,False,0
16112,clip_041.mp4,Set_34,ER,Is there a car that enters the foreground before time runs out?,"No, there is no car that enters the foreground before time runs out.",A vehicle reaches the foreground before the clip ends,False,0
16121,clip_042.mp4,Set_34,ER,"In the last three seconds, does any car approach us?","No, there is no car approaching us in the last three seconds of the video.",The closing 3 seconds show no movement into the near field.,False,1
16122,clip_042.mp4,Set_34,ER,Is there a car that get tos the foreground prior to the end?,"No, there is no car that gets to the foreground prior to the end of the video. The video shows an empty road with no cars approaching or passing by.","No, the front area is not reached during the clip.",False,1
16131,clip_043.mp4,Set_34,ER,Does a car approach us in the last 3s of the clip?,"No, there is no car approaching us in the last 3 seconds of the video clip.",Yes a vehicle approaches during the last 3 s,False,0
16132,clip_043.mp4,Set_34,ER,Does any vehicle get to the bottom of the frame before the footage ends?,"No, there is no vehicle that gets to the bottom of the frame before the footage ends.",A vehicle reaches the foreground before the clip ends,False,0
16141,clip_044.mp4,Set_34,ER,Does any car head towards the view in the last three seconds of the clip?,"No, there is no car heading towards the view in the last three seconds of the clip.",No car advances from mid-scene toward the foreground at the end.,False,1
16142,clip_044.mp4,Set_34,ER,Does any car get to the very front of the scene by the end of the clip?,"No, there is no car in the scene at the beginning and it remains empty throughout the video.","No, the foreground remains unreached throughout the clip.",False,0
16151,clip_045.mp4,Set_34,ER,Does traffic approach us in the last three seconds of the clip?,"No, traffic approaches us in the first three seconds of the clip.",Yes a vehicle approaches during the last 3 s,False,0
16152,clip_045.mp4,Set_34,ER,Is there an auto that reachs the bottom of the frame before the clip ends?,"No, there is no car reaching the bottom of the frame before the video ends. The cars continue to move forward along the road throughout the entire duration of the video.",A vehicle reaches the foreground before the clip ends,False,0
16161,clip_046.mp4,Set_34,ER,"In the closing 3 seconds, does traffic approach the camera?","Yes, traffic approaches the camera in the closing 3 seconds of the video.",The last 3 seconds show vehicles staying away from the camera.,False,0
16162,clip_046.mp4,Set_34,ER,Does an auto enter the bottom of the frame by the end of the clip?,"No, there is no auto entering the bottom of the frame by the end of the clip.","No, the clip ends before a car gets into the foreground.",False,1
16171,clip_047.mp4,Set_34,ER,Does a vehicle drive toward the lens during the final 3 seconds of the clip?,"No, there is no vehicle driving toward the lens during the final 3 seconds of the clip.",Yes a vehicle approaches during the last 3 s,False,0
16172,clip_047.mp4,Set_34,ER,Does any vehicle come into the front area before the footage ends?,"No, there is no vehicle coming into the front area before the footage ends. The road remains empty throughout the video.",A vehicle reaches the foreground before the clip ends,False,0
16181,clip_048.mp4,Set_34,ER,"Within the final three seconds, does any car head towards the view?","Yes, a white car heads towards the view in the final three seconds of the video.",No vehicle draws closer in the final part of the clip.,False,0
16182,clip_048.mp4,Set_34,ER,Is there a car that get tos the front area prior to the end?,"Yes, there is a car that gets to the front area prior to the end.","No, the scene ever shows a foreground entry.",False,0
16191,clip_049.mp4,Set_34,ER,Does any car move towards us during the final 3 seconds of the clip?,"Yes, a white car moves towards us during the final 3 seconds of the clip.",Yes a vehicle approaches during the last 3 s,False,1
16192,clip_049.mp4,Set_34,ER,Is there a motor vehicle that get tos the very front of the scene before the footage ends?,"Yes, there is a motor vehicle that gets to the very front of the scene before the footage ends.",A vehicle reaches the foreground before the clip ends,False,1
16201,clip_050.mp4,Set_34,ER,Does traffic approach us within the final three seconds of the clip?,"No, traffic does not approach us within the final three seconds of the clip.",There is no sign of any vehicle approaching in the final 3 seconds.,False,1
16202,clip_050.mp4,Set_34,ER,Does a vehicle enter the closest point before the footage ends?,"Yes, a vehicle enters the closest point before the footage ends.","No, a vehicle comes into the front area of the frame.",False,0
16211,clip_051.mp4,Set_34,ER,"In the last 3s, does any car come towards the camera?","No, there is no car coming towards the camera in the last 3 seconds of the video.",Yes a vehicle approaches during the last 3 s,False,0
16212,clip_051.mp4,Set_34,ER,Is there a vehicle that get tos the front area by the end of the clip?,"Yes, a vehicle gets to the front area by the end of the clip.",A vehicle reaches the foreground before the clip ends,False,1
16221,clip_052.mp4,Set_34,ER,"Within the final three seconds, does any vehicle head towards the view?","No, there is no vehicle heading towards the view in the final three seconds of the video.",No car moves toward the viewer during the last 3 seconds.,False,1
16222,clip_052.mp4,Set_34,ER,Is there a vehicle that reachs the immediate foreground before time runs out?,"No, there is no vehicle visible in the immediate foreground of the video clip. The road appears to be empty and devoid of any vehicles.","No, the foreground stays occupied by vehicles throughout.",False,1
16231,clip_053.mp4,Set_34,ER,"At the very end (last 3s), does traffic approach the camera?","Yes, traffic approaches the camera at the very end of the video.",Yes a vehicle approaches during the last 3 s,False,1
16232,clip_053.mp4,Set_34,ER,Is there any vehicle that enters the bottom of the frame before time runs out?,"No, there is no vehicle that enters the bottom of the frame before time runs out.",A vehicle reaches the foreground before the clip ends,False,0
16241,clip_054.mp4,Set_34,ER,Does traffic head towards the view in the closing 3 seconds of the clip?,"No, traffic heads away from the view in the closing 3 seconds of the clip.",The final seconds do not show any reduction in distance to the camera.,False,0
16242,clip_054.mp4,Set_34,ER,Is there any vehicle that come intos the immediate foreground before the video finishes?,"No, there is no vehicle that comes into the immediate foreground before the video finishes.","No, the near foreground is reached in the clip.",False,1
16251,clip_055.mp4,Set_34,ER,"In the last three seconds, does traffic move towards us?","No, there is no traffic moving towards us in the last three seconds of the video.",Yes a vehicle approaches during the last 3 s,False,0
16252,clip_055.mp4,Set_34,ER,Does any car get to the foreground by the end of the clip?,"No, no car gets to the foreground by the end of the clip.",A vehicle reaches the foreground before the clip ends,False,0
16261,clip_056.mp4,Set_34,ER,"At the very end (last 3s), does any car head towards the view?","Yes, there is a car heading towards the view at the very end of the video clip.",No vehicle nears the foreground in the last 3 seconds.,False,0
16262,clip_056.mp4,Set_34,ER,Is there a vehicle that  make it to the immediate foreground before the clip ends?,"No, there is no vehicle making its way to the immediate foreground before the clip ends. The scene remains static with no vehicles approaching or moving in the direction of the camera.","No, a vehicle progresses into the foreground before the clip ends.",False,0
16271,clip_057.mp4,Set_34,ER,"Within the final three seconds, does a car come towards the camera?","Yes, a white car comes towards the camera in the final three seconds of the video.",Yes a vehicle approaches during the last 3 s,False,1
16272,clip_057.mp4,Set_34,ER,Is there a motor vehicle that  make it to the foreground before the clip ends?,"Yes, a white van is seen making its way into the foreground towards the end of the video.",A vehicle reaches the foreground before the clip ends,False,1
16281,clip_058.mp4,Set_34,ER,"In the last three seconds, does a vehicle move towards us?","No, there is no vehicle moving towards us in the last three seconds of the video.",The ending portion of the clip shows no approach by any vehicle.,False,1
16282,clip_058.mp4,Set_34,ER,Does a vehicle get to the closest point before the footage ends?,"No, there is no vehicle that reaches the closest point before the video ends.","No, a car gets far enough forward to reach the foreground.",False,1
16291,clip_059.mp4,Set_34,ER,"During the final 3 seconds, does any car approach us?","No, there is no car approaching us in the final 3 seconds of the video.",Yes a vehicle approaches during the last 3 s,False,0
16292,clip_059.mp4,Set_34,ER,Is there any car that get tos the front area before the video finishes?,"No, there is no car that gets to the front area before the video finishes. The video shows an empty road with no cars approaching or passing by.",A vehicle reaches the foreground before the clip ends,False,0
16301,clip_060.mp4,Set_34,ER,"In the closing 3 seconds, does any auto drive toward the lens?","No, there is no car driving towards the camera in the closing 3 seconds of the video.",No traffic enters the near camera zone during the closing 3 seconds.,False,1
16302,clip_060.mp4,Set_34,ER,Does a vehicle enter the very front of the scene prior to the end?,"No, there is no vehicle entering the very front of the scene prior to the end.",The foreground is never reached by any vehicle.,False,1
16311,clip_061.mp4,Set_34,ER,Does any auto head towards the view at the very end (last 3s) of the clip?,"Yes, an auto heads towards the view at the very end (last 3s) of the clip.",Yes a vehicle approaches during the last 3 s,False,1
16312,clip_061.mp4,Set_34,ER,Is there an auto that arrive ats the front area before time runs out?,"No, there is no car arriving at the front area before the time runs out. The video shows an empty road with no cars in sight.",A vehicle reaches the foreground before the clip ends,False,0
16321,clip_062.mp4,Set_34,ER,"Within the final three seconds, does any auto move towards us?","No, there is no car moving towards the camera in the final three seconds of the video.",The last 3 seconds do not contain any forward approach toward the camera.,False,1
16322,clip_062.mp4,Set_34,ER,Is there an auto that come intos the front area before the clip ends?,"Yes, an auto comes into the front area before the clip ends.",The front area is not reached during the clip.,False,0
16331,clip_063.mp4,Set_34,ER,Does a vehicle approach the camera in the last 3s of the clip?,Yes,Yes a vehicle approaches during the last 3 s,False,1
16332,clip_063.mp4,Set_34,ER,Is there a vehicle that get tos the immediate foreground before the footage ends?,"Yes, a vehicle appears in the immediate foreground towards the end of the video.",A vehicle reaches the foreground before the clip ends,False,1
16341,clip_064.mp4,Set_34,ER,Does any vehicle head towards the view within the final three seconds of the clip?,"No, there is no vehicle heading towards the view in the final three seconds of the video.",No vehicle comes forward in the final 3 seconds.,False,1
16342,clip_064.mp4,Set_34,ER,Is there a motor vehicle that come intos the foreground before time runs out?,"No, there is no motor vehicle that comes into the foreground before time runs out. The scene remains static with no vehicles entering the frame.",The foreground remains unreached throughout the clip.,False,1
16351,clip_065.mp4,Set_34,ER,"During the final 3 seconds, does a car approach the camera?","Yes, a car approaches the camera in the final 3 seconds of the video.",Yes a vehicle approaches during the last 3 s,False,1
16352,clip_065.mp4,Set_34,ER,Is there an auto that arrive ats the front area prior to the end?,"No, there is no car arriving at the front area prior to the end of the video. The video shows a city street with buildings and vehicles moving along it.",A vehicle reaches the foreground before the clip ends,False,0
16361,clip_066.mp4,Set_34,ER,"In the closing 3 seconds, does any vehicle move towards us?","No, there is no vehicle moving towards us in the closing 3 seconds of the video.",The clip ends without any vehicle moving closer to the camera.,False,1
16362,clip_066.mp4,Set_34,ER,Does any car reach the closest point before the footage ends?,"No, no car reaches the closest point before the footage ends.",The clip ends before any car gets into the foreground.,False,1
16371,clip_067.mp4,Set_34,ER,Does any auto approach us in the closing 3 seconds of the clip?,"Yes, an auto approaches us in the closing 3 seconds of the clip.",Yes a vehicle approaches during the last 3 s,False,1
16372,clip_067.mp4,Set_34,ER,Does any vehicle arrive at the very front of the scene before the footage ends?,"No, there is no vehicle arriving at the very front of the scene before the footage ends.",A vehicle reaches the foreground before the clip ends,False,0
16381,clip_068.mp4,Set_34,ER,"In the closing 3 seconds, does traffic approach us?","Yes, traffic approaches us in the closing 3 seconds of the video.",No car approaches the near part of the frame during the final 3 seconds.,False,0
16382,clip_068.mp4,Set_34,ER,Is there a vehicle that arrive ats the immediate foreground prior to the end?,"Yes, there is a vehicle that arrives at the immediate foreground prior to the end of the video clip.",The scene never shows a foreground entry.,False,0
16391,clip_069.mp4,Set_34,ER,Does any vehicle move towards us during the final 3 seconds of the clip?,"No, there is no vehicle moving towards us during the final 3 seconds of the clip.",Yes a vehicle approaches during the last 3 s,False,0
16392,clip_069.mp4,Set_34,ER,Is there a vehicle that  make it to the immediate foreground before the video finishes?,"No, there is no vehicle making its way to the immediate foreground in the video. The scene remains static with no vehicles approaching or moving through the frame.",A vehicle reaches the foreground before the clip ends,False,0
16401,clip_070.mp4,Set_34,ER,"In the last 3s, does a vehicle come towards the camera?","No, there is no vehicle coming towards the camera in the last 3 seconds of the video.",The closing 3 seconds show no vehicle entering a nearer position.,False,1
16402,clip_070.mp4,Set_34,ER,Does a motor vehicle reach the bottom of the frame before the clip ends?,"Yes, a motor vehicle reaches the bottom of the frame before the clip ends.",No vehicle comes into the front area of the frame.,False,0
16411,clip_071.mp4,Set_34,ER,Does traffic move towards us in the last three seconds of the clip?,"No, traffic moves away from us in the last three seconds of the clip.",Yes a vehicle approaches during the last 3 s,False,0
16412,clip_071.mp4,Set_34,ER,Does an auto come into the front area before the footage ends?,"No, there is no auto coming into the front area before the footage ends.",A vehicle reaches the foreground before the clip ends,False,0
16421,clip_072.mp4,Set_34,ER,Does traffic approach us during the final 3 seconds of the clip?,"No, there is no traffic approaching us in the final 3 seconds of the video clip.",No vehicle advances toward the viewer at the end of the clip.,False,1
16422,clip_072.mp4,Set_34,ER,Is there a vehicle that get tos the bottom of the frame before time runs out?,"No, there is no vehicle that gets to the bottom of the frame before time runs out. The video shows an empty road with no vehicles moving towards the bottom of the frame.",The foreground stays empty of vehicles throughout.,False,1
16431,clip_073.mp4,Set_34,ER,Does a car come towards the camera within the final three seconds of the clip?,"No, there is no car coming towards the camera in the final three seconds of the video.",Yes a vehicle approaches during the last 3 s,False,0
16432,clip_073.mp4,Set_34,ER,Does a car get to the front area before the clip ends?,"Yes, a car gets to the front area before the clip ends.",A vehicle reaches the foreground before the clip ends,False,1
16441,clip_074.mp4,Set_34,ER,"During the final 3 seconds, does an automobile head towards the view?","Yes, an automobile heads towards the view in the final 3 seconds of the video.",The final 3 seconds remain free of any visible vehicle approach.,False,0
16442,clip_074.mp4,Set_34,ER,Does a motor vehicle arrive at the very front of the scene before time runs out?,"No, there is no motor vehicle arriving at the very front of the scene before time runs out.",The near foreground is never reached in the clip.,False,1
16451,clip_075.mp4,Set_34,ER,Does any vehicle move towards us in the closing 3 seconds of the clip?,"No, there is no vehicle moving towards us in the closing 3 seconds of the clip.",Yes a vehicle approaches during the last 3 s,False,0
16452,clip_075.mp4,Set_34,ER,Does a car arrive at the foreground before the video finishes?,"No, there is no car arriving in the foreground before the video finishes.",A vehicle reaches the foreground before the clip ends,False,0
16461,clip_076.mp4,Set_34,ER,"Within the final three seconds, does any car approach the camera?","No, there is no car approaching the camera in the final three seconds of the video.",No car gets any closer during the last 3 seconds.,False,1
16462,clip_076.mp4,Set_34,ER,Does a motor vehicle come into the immediate foreground before time runs out?,"No, there is no motor vehicle coming into the immediate foreground before time runs out.",No vehicle progresses into the foreground before the clip ends.,False,1
16471,clip_077.mp4,Set_34,ER,Does any vehicle approach the camera in the closing 3 seconds of the clip?,"No, there is no vehicle approaching the camera in the closing 3 seconds of the clip.",Yes a vehicle approaches during the last 3 s,False,0
16472,clip_077.mp4,Set_34,ER,Is there a vehicle that arrive ats the foreground before the clip ends?,"No, there is no vehicle that arrives at the foreground before the clip ends.",A vehicle reaches the foreground before the clip ends,False,0
16481,clip_078.mp4,Set_34,ER,Does an automobile head towards the view within the final three seconds of the clip?,Yes,There is no approach into the foreground during the final 3 seconds.,False,0
16482,clip_078.mp4,Set_34,ER,Is there a motor vehicle that enters the very front of the scene by the end of the clip?,"Yes, a motor vehicle enters the very front of the scene by the end of the clip.",No car gets far enough forward to reach the foreground.,False,0
16491,clip_079.mp4,Set_34,ER,"Within the final three seconds, does an automobile approach the camera?","No, there is no automobile approaching the camera in the final three seconds of the video.",Yes a vehicle approaches during the last 3 s,False,0
16492,clip_079.mp4,Set_34,ER,Does a vehicle get to the foreground before time runs out?,"Yes, a vehicle gets to the foreground before time runs out.",A vehicle reaches the foreground before the clip ends,False,1
16501,clip_080.mp4,Set_34,ER,Does a vehicle approach us within the final three seconds of the clip?,"No, there is no vehicle approaching us in the final three seconds of the video clip.",No vehicle approaches in the last 3 seconds.,False,1
16502,clip_080.mp4,Set_34,ER,Is there a vehicle that arrive ats the bottom of the frame before the clip ends?,"Yes, a vehicle arrives at the bottom of the frame before the clip ends.","No, the foreground is never reached by any vehicle.",False,0
16511,clip_081.mp4,Set_34,ER,Does traffic come towards the camera during the final 3 seconds of the clip?,"No, there is no traffic coming towards the camera during the final 3 seconds of the clip.",Yes a vehicle approaches during the last 3 s,False,0
16512,clip_081.mp4,Set_34,ER,Is there a motor vehicle that enters the foreground by the end of the clip?,"No, there is no motor vehicle that enters the foreground by the end of the clip.",A vehicle reaches the foreground before the clip ends,False,0
16521,clip_082.mp4,Set_34,ER,"At the very end (last 3s), does any vehicle approach the camera?","Yes, a vehicle approaches the camera at the very end of the video.",No car moves closer during the final 3 seconds.,False,0
16522,clip_082.mp4,Set_34,ER,Does a motor vehicle make it to the foreground by the end of the clip?,"No, there is no motor vehicle in the foreground by the end of the clip.","No, the front area is not reached during the clip.",False,1
16531,clip_083.mp4,Set_34,ER,Does any car approach us in the closing 3 seconds of the clip?,"No, there is no car approaching us in the closing 3 seconds of the clip.",Yes a vehicle approaches during the last 3 s,False,0
16532,clip_083.mp4,Set_34,ER,Is there any car that come intos the bottom of the frame prior to the end?,"Yes, there is a car coming into the bottom of the frame before the end.",A vehicle reaches the foreground before the clip ends,False,1
16541,clip_084.mp4,Set_34,ER,Does any auto drive toward the lens in the last 3s of the clip?,"No, there is no car driving towards the camera in the last 3 seconds of the video.","In the last 3 seconds, no vehicle advances toward the camera.",False,1
16542,clip_084.mp4,Set_34,ER,Does any car make it to the immediate foreground prior to the end?,"No, there is no car making it to the immediate foreground prior to the end of the video clip.","No, the foreground remains unreached throughout the clip.",False,1
Morning1-13min_clips_15701,clip_000.mp4,Set_34,ER,Does any vehicle approach the camera in the last three seconds of the clip?,"No, there is no vehicle approaching the camera in the last three seconds of the clip.",No no vehicle approaches in the last 3 s,False,1
Morning1-13min_clips_15702,clip_000.mp4,Set_34,ER,Does a vehicle reach the immediate foreground before the clip ends?,"No, there is no vehicle in the immediate foreground at the end of the video clip.",No vehicle reaches the foreground before the clip ends,False,1
Morning1-13min_clips_15711,clip_001.mp4,Set_34,ER,Does any vehicle approach the camera in the last three seconds of the clip?,"Yes, a blue car approaches the camera from the right side.",Yes a vehicle approaches during the last 3 s,False,1
